,problem_id,problem_id.1,translated
6895,6896,['  Karlie acting like she not a hoe.... She been wit 3 of the niggas on just this show plus two guest appear'],[“卡莉表现得好像她不是锄头。。。。她在这场秀上有三个黑鬼加上两个嘉宾出现
6896,6897,[' ion ask nobody for SHIT . ever . never have a problem doing shit fa people neither but damn can a bitch get a thank you ?'],[“我不向任何人要狗屎。永远不会。做别人的事从来都不会有问题，但一个婊子能得到一个感谢吗]
6897,6898,[' .is the voice behind Mustard on the beat hoe'],['。芥末后面的声音在节拍锄头上']
6898,6899,[' This how all the hoes gonna be like tonight ,[“今晚所有的锄头都会这样
6899,6900,"[' ""And I ain\'t trippin\' on nothin\', I\'m dippin\' on somethin\', and my homeboy say he got a bad bitch for me tonight"" #LilWay ...']",[“我不是什么都不知道，我是什么都不知道，我的老家男孩说他今晚给了我一个坏婊子”\LilWay…]
6900,6901,"[' Even though a bird can fly, it must land on earth.']",[“即使鸟能飞，它也必须降落在地球上。”]
6901,6902,[' Flappy birds cheat codes ,[“飞鸟欺骗密码
6902,6903,"["" I know that's trash""]",[“我知道那是垃圾”]
6903,6904,"[' Lmao, I fucks with &amp; real talk, them bitches know how to have FUN!']",[“勒芒，我操的是真话，那些婊子知道怎么玩！”]
6904,6905,[' Damn I hate being a huge pussy'],[“该死的，我讨厌做个大女人”]
6905,6906,"[' ""had all the bitches on MySpace going nuts....""']",['“让MySpace上所有的婊子都发疯了……”
6906,6907,"[' i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....']",[“我为街头荣耀而活，为贫民窟的名声而死。尊重所有人，无所畏惧我的骄傲就是一切……']
6907,6908,[' Oreo Cookie Pancakes #FoodPorn ,[奥利奥饼干煎饼
6908,6909,"[' ""Chunky girl seeks Studly man for nasty sex"" in my head I was like ""this bitch may have well emailed me directly for this s']",['“矮胖的女孩为下流的性行为寻找有学问的男人”在我的脑海里，我就像是“这个婊子可能直接给我发了邮件，要求这个s']
6909,6910,"["" THIS SHIT IS LIKE 45 minutes away and it's 1 AM so clearly I am in desperate need of some pussy bruh! So I pull up to this ""]",[“这狗屎是像45分钟的距离，这是凌晨1点，所以很明显，我迫切需要一些娘娘腔布鲁赫！所以我把车开到这个“]
6910,6911,"[' This bitch does so begrudgingly as fuck. Was like""man up you a big bad man crying like a bitch.""']",[“这婊子做得像他妈的一样吝啬。就像“你是个大坏蛋，哭得像个婊子。”]
6911,6912,"["" #TVD and #Theoriginals is the shows bad ass Vampires turn into spineless pussy's and little OOC bitches""]",[“TVD和《Theoriginals》的原版节目是那些坏蛋吸血鬼变成了没骨气的娘娘腔和小OOC婊子”]
6912,6913,"[' ""Peek a boo bitch, swag scare ya kids""  What\'s Tyga\'s worst bar? #TygaBars""']",['“偷看一个臭婊子，让孩子们害怕”什么是泰加最糟糕的酒吧？#泰格巴尔“']
6913,6914,"["" Apple, your new iPhone software is shit, maybe I'll sue u cunts &amp; request damages based on the pussy Ive missed out on b/""]",[“苹果，你的新iPhone软件糟透了，也许我会起诉你的女人；根据我在b/“]
6914,6915,"[' My boy is obviously gonna be slaying all the pussy tonight, dressed as a ninja turtle ",[“很明显，我的孩子今晚要把所有的女人都杀了，打扮成忍者乌龟
6915,6916,"[' Swiggety swag, I love you too fag']",[‘Swiggety swag，我也爱你fag']
6916,6917,['   Charlie Strong got down to the 53-man roster nearly as quickly as Texans did'],[‘查理·斯特朗进入53人名单的速度几乎和德克萨斯人一样快’]
6917,6918,[' You ever look at a bitch and just be like... Bitch'],[“你有没有看着一个婊子然后就想。。。婊子“]
6918,6919,[' Was just handed this on my flight. Must be in good hands on this bird! ,[“我刚在飞机上拿到这个。一定是这只鸟的好帮手！
6919,6920,[' Basic bitches &gt; basic cable'],['Basic bitches&gt；基本电缆']
6920,6921,[' A bird that courts females by building a beautiful nest with bright objects: ,[“一种用明亮的物体筑巢来吸引雌性的鸟：
6921,6922,"[' 20 rts I\'ll go down there and say ""fuck er right in the pussy""  ",['20 rts我会去那里说“去他妈的，在娘娘腔里”
6922,6923,"[' Dumb bitches broke my tv, went to wal mart fucked up... Wokeup with a smart tv lol']",[“愚蠢的婊子把我的电视弄坏了，去沃尔玛搞砸了。。。用智能电视叫醒
6923,6924,[' Wisconsin IASIP nice work bitches!'],[“威斯康辛州，干得漂亮，婊子！”]
6924,6925,"[' highest score on flappy bird, cant be beat ",[“飞鸟的最高得分，无法击败
6925,6926,"["" I haven't slapped a bitch in two weeks""]",[“我已经两周没打过婊子了”]
6926,6927,[' that movie was trash'],[“那部电影是垃圾”]
6927,6928,[' Roses are red\nViolets are blue\nI just fucked yo bitch\n.....but nigga do you...'],['玫瑰是红色的\n玫瑰是蓝色的\n我刚刚操了你的婊子\n…..但是黑鬼你…']
6928,6929,[' Making homemade pickles and working on a funny tweet about pussy. I am going to make a great old lady!'],[“做自制泡菜，写一条关于猫咪的搞笑微博。我要成为一个伟大的老太太]
6929,6930,"[' Kobe: ""That\'s why yo man want me hoe"" \nguy holding his face: ""Omgod kobeshia shut up"" ",[“科比：”这就是为什么你要我锄头“\n你拿着他的脸说：”OmgodKobeshia闭嘴”
6930,6931,[' pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with '],[“怀孕的婊子们上车后，以为你应该把座位让给他们，就像你应该和一个黑人上床的婊子一样”]
6931,6932,"[' Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wasa for his role in defeating communism"". ']",[“1996年的今天，查理·威尔逊卸任。”应该与莱赫·瓦萨并列，因为他在击败共产主义方面所起的作用。”]
6932,6933,[' So this is the woman who was a bird then turned into a woman from the sky in Nigeria. ,[“所以这是一个女人，她是一只鸟，然后从尼日利亚的天空变成了一个女人。
6933,6934,"["" You're tweeting at the cringiest people in Darth here. And Dana is our bitch lmao, she follows our r""]",[“你在这里向达斯最卑鄙的人发推特。达娜是我们的婊子，她跟着我们的r“]
6934,6935,[' The most ghetto bitches be pregnant a/f smh poor kids! '],[“最贫民区的婊子们都怀了孩子！”]
6935,6936,"[' That ""boss ass bitch"" song got basics thinking they\'re models lmao #knowyourplace ']",[‘那首“混蛋老板”的歌基本上认为他们是模特儿，我知道你的位置’]
6936,6937,"["" Aw damn, Haven't hug a bitch in a while.""]",[“噢，该死，好久没抱过婊子了。”]
6937,6938,"["" not all of us my nig! I'm light skin with a dark skin mentality lol. We all black""]",[“不是所有人都是我的朋友！我是浅色皮肤和深色皮肤的心态哈哈。我们都是黑色“]
6938,6939,[' DEFINITION OF REAL Except you bruh you let bitch ass babidi turn on your niggas fam htt'],['真实的定义，除了你，你让婊子巴比迪打开你的黑鬼家庭']
6939,6940,[' Dem hoes who swear their pussy priceless but u sell ass all day '],[“那些发誓自己的猫咪无价但你整天卖屁股的锄头”]
6940,6941,"[' As a girlfriend, you have to accept the fact hoes are gonna be all up in his face. But as a boyfriend, he better let them ']",[“作为一个女朋友，你必须接受这样一个事实，霍斯将要面对他的一切。但作为男朋友，他最好让他们
6941,6942,"[' You can\'t be like ""Let me miss ya sometimes"" bitches take it overboard and shit, I said give me time to miss yo ass not ']",['你不能像“让我有时想念你”那样，婊子们太过火了，妈的，我说给我时间想念你的屁股，不要']
6942,6943,"[' Will Coakley go 0-2 in ""can\'t lose"" races?  wow, just wow -- : Charlie Baker for Governor htt']",在“不能输”的比赛中，科克利会以0比2领先吗？哇，哇——：查理·贝克竞选州长
6943,6944,"["" Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. ""]",[“老实说，当人们问我的睫毛是不是假的时，我有点生气。假睫毛不是这么长的婊子。”]
6944,6945,[' These hoes be dying for attention '],[‘这些锄头渴望引起注意’]
6945,6946,[' I want a baby but im young and retarded so no'],[“我想要个孩子，但我又年轻又迟钝，所以不”]
6946,6947,"[' Not the ""farewell tour\'s"" fault everyone but three players underachieved for the Yankees this year.']",[“告别之旅”不是每个人的错，只有三个球员今年在洋基表现不佳。]
6947,6948,"["" I love dez but right now he's trash right now weeden there's others that are open""]",[“我爱迪兹，但现在他是垃圾，现在维登还有其他人是开放的”]
6948,6949,[' Shermans all bark and no bite fuck that bitch'],[“谢尔曼人只会吠叫，不会咬人去他妈的婊子”]
6949,6950,"["" Get real & fucking fight or don't play me. I don't play with pussy ass niggas.""]",[“真他妈的打起来，否则别耍我。我不跟娘娘腔的黑鬼玩
6950,6951,[' There is no cure for Ratchet. It has to run its course in these bitches.'],[“没有治愈棘轮的方法。它必须在这些婊子身上运行
6951,6952,"[' ""Go talk to your other hoes"" ",['“去和你的其他锄头谈谈”
6952,6953,[' Colombia supporter reminds us the double bird is a universal language ,[“哥伦比亚的支持者提醒我们，双鸟是一种通用语言
6953,6954,[' That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back th ...'],[“当你为某人把门托住，而他们却用隔壁的门时，那尴尬的时刻。。像婊子一样，你最好回去……']
6954,6955,"["" You value yourself because someone gave you a title. I value myself because bitch I'm clutch. I win.""]",[“你看重自己，因为有人给了你头衔。我重视自己，因为我是个婊子。我赢了。”]
6955,6956,[' All hoes are friendly. Althea wants to say hi.'],[“所有的锄头都很友好。阿尔西亚想打个招呼
6956,6957,"["" On the low  They're really looking for the next bitch to smash""]",[“他们真的在找下一个要揍的婊子”]
6957,6958,[' In some pussy?? Nah work is the best place to be in this weather.'],[“在某个女人身上？？不，在这种天气里工作是最好的地方
6958,6959,"[' Brees you need a black hoe, who cheating on her man that work offshore, that would fuck you while the baby in the bed w']",[“布里斯，你需要一把黑色锄头，她欺骗了在海外工作的男人，那会在孩子躺在床上的时候操你”]
6959,6960,[' That outside dick keep dem hoes sick...'],[‘外面的那个家伙让德姆·霍斯生病了……’
6960,6961,[' Team no hoes '],['团队没有锄头']
6961,6962,[' got all the bitches ,[“抓住了所有的婊子
6962,6963,[' Anything said bout my moms b would of led to a bitch getting stone cold stunner'],[“任何关于我妈妈的话都会导致一个婊子被吓得晕头转向”]
6963,6964,[' Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin'],[“我没有时间让他妈的假朋友抽大麻他妈的锄头黑鬼喝杜松子酒”]
6964,6965,"["" ...wow?  Whatever! Fuck all those assholes. They're niggers, they all look alike to me.""]",[“…哇？无论什么！操那些混蛋。他们是黑鬼，在我看来都很像
6965,6966,[' Tell me how you really feel.  those little #ISIS faggots usually have bags over their heads anyway.'],[“告诉我你的真实感受。不管怎样，那些小伊西斯基佬通常头上都有袋子
6966,6967,"[' Fuckin ignorant ass niggas. Don\'t dm me a video of you counting money n say ""why u so stuck up"" bitch...']",他妈的无知的黑鬼。别给我看你数钱的视频，说“你为什么这么自大”婊子…]
6967,6968,[' looked like Princess Bella in that yellow dress'],[“穿那件黄色裙子看起来像贝拉公主”]
6968,6969,"["" They don't make R&amp;B like THIS anymore!!!!!!! Dudes used to make you feel good about busting it wide open not call you a hoe ""]",[“他们不再让R&B像这样了！！！！！！！过去，男人们总是让你感觉很好，因为他们会敞开心扉，而不是叫你锄头“]
6969,6970,[' Star Wars meets Charlie Brown ,[“星球大战遇见查理·布朗
6970,6971,[' A bitch is wearing a scarf today! I loves me a scarf.'],[“一个婊子今天戴着围巾！我爱我的围巾
6971,6972,"["" I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!""]",[“我知道你要跟踪我的推特，所以要知道你是个蠢婊子！”]
6972,6973,[' Making this first day my bitch'],[“让这第一天成为我的婊子”]
6973,6974,[' Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent'],['感觉大多数人都希望你做出承诺，砍掉你所有的锄头，这样他们就可以放松，开始自满']
6974,6975,"[' I can\'t take any girl serious that refers to herself as a ""bitch"" or the guys she dates as ""these niggas"".']",[“我不能把任何一个自称是“婊子”的女孩或和她约会的那些家伙说成是“黑鬼”的女孩当回事儿。”]
6975,6976,[' I just fucked the life out this bitch! '],[“我把这婊子的生活搞砸了！”]
6976,6977,[' so tony I think yr a rude little cunt and too too young to even know what real rock and rol'],所以托尼，我认为你是个粗鲁的小贱人，太年轻了，甚至不知道什么是真正的摇滚乐
6977,6978,"["" I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @1SleepingGiant""]",[“我不支持你这个白痴。如果我是个装茶包的人，你就是装茶包的。#OpenWide@1SleepingGiant“]
6978,6979,"["" hey slim, thats my girlfriend screaming in the trunk. But i didn't slit her throat, i just tied her up ! See i ain't like""]",[“嘿，斯利姆，那是我女朋友在后备箱里尖叫。但我没有割断她的喉咙，我只是把她绑起来了！看，我不像“]
6979,6980,[' fuck a bitch we never loved a thot'],他妈的婊子，我们从没爱过一条丁字裤
6980,6981,[' Yung Berg trying to fuck all these hoes.'],[“永伯格想操这些锄头。”]
6981,6982,"["" you're all pussies. Only men throw whammers in their assholes""]",[“你们都是娘娘腔。只有男人才会把打手扔到他们的屁眼里“]
6982,6983,"[' ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut ",['“我踢足球，欺骗女孩，穿卡其色的衣服”的发型
6983,6984,"["" I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does, deez hoes g""]",[“我想引起注意，但她在推特上说今晚要把别人的鸡巴弄湿，她的舌头会干什么，迪兹·霍斯g”]
6984,6985,"["" Hoes really be having built up animosity towards you for no reason. Like what's your problem bitch? Fill me in cuz I'm lost""]",[“锄头们真的无缘无故地对你怀有敌意。你的问题是什么婊子？告诉我因为我迷路了“]
6985,6986,"["" How other mfs tell me gm Damn Near every mornin , an my bitch don't even tell me Gm an she be wide TF awoke  wtf type shit ""]",[“其他mfs每天早上都告诉我gm该死的，我的婊子甚至都不告诉我gm她很宽TF唤醒wtf类型的狗屎”]
6986,6987,[' When my bitches call me daddy '],[“当我的婊子叫我爸爸”]
6987,6988,"["" like you have to be borderline retarded not to see andre 3000's elite skill level for example. Yep! This go""]",[“就像你必须是边缘弱智看不到安德烈3000的精英技能水平为例。是的！这个“]
6988,6989,"[' That pussy keep calling me, gettin me in trouble']",[“那个女人一直在叫我，给我惹麻烦”]
6989,6990,"["" you could have helped Mellie, you revolving door-shaped head ho. You aren't quiet when you're balls deep ""]",[“你本可以帮助梅莉的，你这个旋转门形状的脑袋。当你深陷其中时，你不会安静“]
6990,6991,"["" I've been at work chuckling at that time said not revealing your age keeps the pussy fresh. ""]",[“我那时一直在工作，笑着说不透露你的年龄能让你的阴部保持新鲜。”]
6991,6992,"["" Them hoes come them hoes go it's a revolving cycle ""]",[“锄来锄去这是一个循环”]
6992,6993,[' If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling'],[“如果一个黑鬼操了我的婊子，他就在猫身上。。但我不想让你一个人呆在家里
6993,6994,[' Ima catfish a bitch with fake arms'],[“我是一条长着假胳膊的鲶鱼”]
6994,6995,"["" Y'all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy""]",[“你们曾经有过正常的一天，你的大脑对你耍了一个可怕的把戏，给你一点好女人的味道”]
6995,6996,"["" I be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in.. But she ain't going ham on me yo""]",[“我有时会闭上眼睛大便，所以婊子们可以偷偷地舔一下乳头。。但她不会对我发脾气的哟“]
6996,6997,"["" If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh""]",[“如果K Michelle是巴尔的摩推特的一员，她会成为其中一个说她是独身主义者的人”]
6997,6998,"[""   I love money fuc a bitch I won't stress myself , and I keep my mouth closed cuz I can""]",[“我爱钱，狗娘养的，我不会给自己压力，我会闭上嘴，因为我可以”]
6998,6999,"["" Chi ain't no bitch then you got them Assyrian kings on California and Peterson ""]",[“Chi不是婊子那么你在加利福尼亚和彼得森找到了亚述国王”]
6999,7000,"["" U can't turn a hoe into a housewife hashtag tupac""]",[“你不能把锄头变成家庭主妇标签tupac”]
7000,7001,[' Fuck candy. Eat pussy. '],[“去他的糖果。吃娘娘腔。”]
7001,7002,"["" Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag""]",[“黑鬼总是想谈论上帝是如何反对同性恋的。。你昨晚吃的那个女人呢？上帝不是吗“]
7002,7003,[' ::faints::  She has no idea how many of her resumes went straight to the trash ,['：：晕倒：：她不知道有多少简历直接扔进了垃圾箱
7003,7004,[' Karma is a bitch .... '],[‘因果报应是个婊子……’]
7004,7005,"["" You can't appreciate a woman if you're entertaining hoes.""]",[“你不可能欣赏一个女人，如果你娱乐锄头。”]
7005,7006,[' You realize Im going to have to get out all those #horror and other poems I wrote abo'],[“你知道我得把我写的那些恐怖诗和其他诗都写出来”]
7006,7007,"[' ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -",[“谢谢你用心打球，现在要打败洋基了。”
7007,7008,"[' Stop fuckin jail birds. ""Niggas that\'s that serious about ass play scare me. That shit so sus""']",[“阻止他妈的监狱鸟。”对屁股游戏那么认真的黑鬼吓到我了。那狗屎真是太棒了
7008,7009,[' Hey Boy This half breed Chiricahua Apache is on YOUR ASS #Eatmytazer !!'],[“嘿，孩子，这个混血儿奇里卡瓦阿帕奇在你屁股上#吃米塔泽！！”]
7009,7010,[' Wow\n Such banana\n So potassium \n Much yellow ,['哇\n这么香蕉\n这么钾\n太黄了
7010,7011,"["" Don't be afraid to let your feelings show. Unless you're a bitch.""]",[“不要害怕让你的感情流露出来。除非你是个婊子
7011,7012,"["" I wish someone would make a song about how these hoes ain't loyal""]",[“我希望有人能唱一首关于这些锄头如何不忠诚的歌”]
7012,7013,[' Teixeira on point tonight. #Yankees'],[“特谢拉今晚说得对。#洋基队]
7013,7014,[' this bitch lmao'],[“这个婊子，我的猫”]
7014,7015,"["" Bitches Would Cheat on a nigga That give her everything she ask for and be loyal to shawty smh bitches ain't shit""]",[“婊子们会欺骗一个能满足她所有要求的黑鬼，而且对肖蒂忠心耿耿，婊子们不是狗屎”]
7015,7016,[' You might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality. '],[“你可能有很多追随者，婊子，但三分之一的人只想操你，而第二个三分之一的人会讨厌你的个性。”]
7016,7017,[' I think if Biggie saw Kandi Burress today he would change his mind about not fuxing one of those ugly as Xscape bitches'],[“我想，如果比吉今天看到坎迪·伯里斯，他会改变主意，不让那些丑得像Xscape婊子一样的人复出”]
7017,7018,"["" Happy #BLUBLOODS Friday! \n\nOff to to sit down with the gang on CBS This Morning!\n\nJoin us in the 8 o'clock ho""]",[“布拉布拉德星期五快乐！\\n今天早上我要去哥伦比亚广播公司和那帮人坐下来！\n\n在8点钟时加入我们
7018,7019,[' On set of #BlueBloods. Hoping there are no birds perched above me... ,在一组蓝血上。希望没有鸟儿栖息在我的头顶。。。
7019,7020,"["" Having a bitch ain't goofy. Having bitch dat ain't loyal is ""]",[“有个婊子可不傻。让婊子不忠诚是“]
7020,7021,[' bitches be having reality twisted'],[“婊子们被现实扭曲了”]
7021,7022,['   Im assuming she got a cup on  Her pussy got a bicep b. wtf? ,[“我猜她肚子上有个杯子有个二头肌b.wtf？
7022,7023,"["" You was so eager to be a hoe you didn't even read  twitpic a selfie wearing a leotard ",[“你是如此渴望成为一个锄头，你甚至没有读到twitpic一张穿着紧身衣的自拍
7023,7024,"[' same bitch talking abt you will be the only bitch in your face, but .']",[“同一个婊子说你是你脸上唯一的婊子，但是。”]
7024,7025,[' This bitch just blew my high  and I was high off all of these drugs '],[“这个婊子让我兴奋，我对所有这些毒品都兴奋不已”]
7025,7026,"["" my anaconda don't want none, unless you defeat the Huns, son ",[“我的蟒蛇不想要任何东西，除非你打败匈奴人，孩子
7026,7027,"["" Fasho you've been officially hired as my bitch""]",[“Fasho你被正式聘为我的婊子”]
7027,7028,[' Mustard is yellow.\n\n*if my avi was big tits- this would be an epic tweet.'],[“芥末是黄色的。\n\n*如果我的avi是大山雀-这将是一个史诗般的推特。”]
7028,7029,[' What in the mother fuck is flappy bird?'],[“他妈的什么是飞鸟？”]
7029,7030,[' Cant spell above and beyond without hoe'],['没有锄头就不能拼写上下']
7030,7031,[' Getting bitches ,[“找婊子
7031,7032,[' *Atlanta  Houston has so many trash drivers'],['*亚特兰大休斯顿有那么多垃圾司机']
7032,7033,"[' ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO']",['“如果你家的男孩出轨了，你不告诉他的妻子/女孩，你的男人就是垃圾。”
7033,7034,"["" Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous""]",[“小妞们会厌倦Dre医生说她们是婊子，然后去听Jodeci说她们会怎么给她喂食”]
7034,7035,"["" His jeans bluer denabitch. Dont let him lie to you. He's SICK  how you know the pussy was't overrated ht""]",[“他的牛仔裤更蓝了。别让他骗你。他病了你怎么知道那女人没被高估
7035,7036,[' I never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha'],[“我从来都不知道你会看起来像是要买一些猫咪，而且在做这件事的时候仍然看起来很酷，直到那一刻”]
7036,7037,[' She from the D. She might have some hoes on the stroll. All jokes aside  Dej loaf dress like Jerome h'],[“她是从华盛顿来的。她可能有一些锄头在散步。除了笑话之外，德杰面包穿得像杰罗姆h']
7037,7038,"[' Tell Bubba in Alabama youre African and not black and he\'s gonna call you a nigger with an EXTRA hard ""ER"".']",['告诉阿拉巴马州的布巴你是非洲人而不是黑人，他会叫你一个有一个特别硬的“呃”的黑鬼。']
7038,7039,[' Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.'],[“看到那些在英超俱乐部里对西甲产品做出反应的人总是很有意思的。”
7039,7040,"[' Niggas be like ""I got some hoes on the flo"" ....  ",[“黑鬼”就像“我在地板上有锄头”。。。。
7040,7041,"[' broke hoes 3 words, OUT MY FACE']",[‘破锄头3个字，出我的脸’]
7041,7042,[' New Orleans in that bitch .. Serious'],[“新奥尔良在那个婊子里。。严重“]
7042,7043,"[' You bitches you aint shit, I swear you think you poppin cause you instagram famous']",[‘你们这些婊子，你们不是狗屎，我发誓你们认为你们是因为你们的instagram出名而爆的’]
7043,7044,"["" 1. For male rap artist if you not talking about money, bitches and drugs niggas don't wanna hear your shit""]","["" 1. 对于男性说唱歌手来说，如果你不谈论金钱，婊子和毒品，黑鬼就不想听你的狗屎“]"
7044,7045,[' he plays for the Yankees right?'],他为洋基队踢球，对吗
7045,7046,[' Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.'],[“刚刚花了整整二十分钟的时间教我的鸟唱skyrim主题曲。然后我意识到他是一只鸟
7046,7047,[' Idk but I think niggas that like getting head are gay  bitch what ,但我觉得喜欢搞头的黑鬼是同性恋婊子什么
7047,7048,[' Horrible  Invader Zim was trash'],[“可怕的入侵者齐姆是垃圾”]
7048,7049,"[' Drink some bleach bitch! ""If it was you, youda done the same thing. #TeamZimmerman""']",[“喝点漂白剂婊子！”如果是你，尤达也会这么做。#TeamZimmerman“']
7049,7050,[' But she a hoe tho right?  ,[“但她有锄头，对吗？
7050,7051,[' How to curve tf outta hoes... ,[“如何将tf从锄头上弯曲出来。。。
7051,7052,[' Fuk being on some chill shit . I go 0 to 100 hoes real quick. '],[“福在吃冷屎。我能很快地从0到100锄头]
7052,7053,[' A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she'],[“一个忠诚的女孩真的有一个聪明的嘴和论点。只有锄头会让你为所欲为，因为她会让你为所欲为
7053,7054,"["" wifey material doesn't come often.. so you better recognize when you have yourself a rider before you end up with a hoe""]",[“妻子的资料不常来。。所以，在你最终得到锄头之前，你最好认清自己是什么时候的骑手“]
7054,7055,[' that fat bitch ruined everything  fuck it though I was super burnt'],[“那个胖婊子毁了一切，操，尽管我被超级烧伤了”]
7055,7056,[' But if I run into that niggah imma let you know '],[“但如果我碰到那个黑人伊玛，就告诉你”]
7056,7057,[' Sike nah  that bitch be havin me buggin'],[“那婊子会让我发疯的”]
7057,7058,[' Them shits was dry as a bitch! Had to ask for water and shit '],[“他们的大便干得像个婊子！必须要水和大便']
7058,7059,"["" You prolly don't like me niggah I don't really give a fuck how you feel ""]",[“你真的不喜欢我，我才不在乎你的感受”]
7059,7060,[' No shave November... AKA the month I crush the most pussy. Let the free muzzy rides begin baby.'],[“不刮胡子…”。。。又名“我压扁最娘娘腔的那个月”。让免费的音乐之旅开始吧，宝贝
7060,7061,"[' ""1st time eating pussy, I thought I was supposed to literally eat it so I ended up biting her clit really hard. We havent ']",['“第一次吃猫咪，我以为我真的应该吃它，所以我最后咬她的阴蒂非常努力。我们没有']
7061,7062,"["" *Hits Blunt* \n\nIf cats are afraid of water, why does pussy get wet?' ",[“*击钝*\n\n如果猫怕水，为什么猫会湿透？”
7062,7063,"[' ""Dudes probably just think eating pussy is sucking on pussy lips "" lmaoo']",['“哥们可能只是认为吃猫咪是在吮吸猫咪的嘴唇”lmaoo']
7063,7064,[' &lt;----- not buying bitches vehicles'],['&lt；----不买婊子车']
7064,7065,"[' Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.\n#IronHorse #Yankees ",[“卢·格里格在他的职业生涯中有17次手部骨折。打了2130场比赛。\n#铁马#洋基队
7065,7066,"["" Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 ",[“错误是上班迟到，闯红灯，甚至忘了带垃圾出去。这里不是1
7066,7067,[' Polly want a cracker? #DumbTo ,[“波莉想要饼干吗？#邓布托
7067,7068,"["" Smash into windshields?  The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r""]",[“撞上挡风玻璃？是鸟做的。是蜜蜂干的。清淡的酒鬼会这么做。你知道我们是什么“]
7068,7069,"["" You a hoe if you leaving a man's house right now with a costume on""]",[“如果你现在穿着衣服离开一个男人的家，你就是个锄头”]
7069,7070,[' Bulls still not winning the title with this bland ass offense. Pau still a pussy. No darkskin niggas in the starting line u'],[“公牛队仍然没有赢得这个平淡的进攻冠军。保罗还是个娘娘腔。起跑线上没有黑鬼
7070,7071,[' I just want to fuck bitches and listen to Conway Twitty.'],[“我只想操婊子，听康威·特维蒂的话。”]
7071,7072,"["" These hoes ain't loyal""]",[“这些锄头不忠诚”]
7072,7073,"["" If her pussy got over 10 body counts, It's dead. Pussies only have 9 lives ""]",[“如果她的阴部有超过10具尸体，那就死定了。娘娘腔只有9条命“]
7073,7074,[' Shoutout to your main bitch !'],[“向你的婊子大喊大叫！”]
7074,7075,"[' Put that pussy on me, make me want nobody else!!']",[“把那女人放在我身上，让我不要别人！！”]
7075,7076,[' I know all those Pacer fans who stayed clownin D. Rose are all on mass suicide watch now... Karma is a fat bitch wit a beard '],[“我知道那些留在D.Rose的步行者球迷现在都在进行大规模自杀观察。。。因果报应是一个长胡子的胖婊子']
7076,7077,"[' ""Can murder my pussy?""']",['“能谋杀我的女人吗？”']
7077,7078,"["" Mo Claiborne is so trashI can't say it enough fam ""]",[“Mo Claiborne是这样的，trashI说得还不够fam”]
7078,7079,[' Illegals bringing diseases across border. Contagious patients separated from others by yellow tape... pregnant teens ,[“越境带来疾病的非法者。传染病患者被黄色胶带隔开。。。怀孕的青少年
7079,7080,[' what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc'],[‘菲利普斯上尉那恶心的黑鬼在奥斯卡红地毯上干什么，他妈的什么’
7080,7081,[' A strong black women is simply a bitch that wanna argue over every single thing'],[“一个强壮的黑人女人就是一个想为每件事争吵的婊子”]
7081,7082,"[' For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East ",[“在汤姆·布雷迪时代，爱国者第一次独占鳌头
7082,7083,"[' If this ugly to you, you either a gay nigga or a hating ass bitch ",[“如果你觉得这很难看，你要么是个同性恋黑人要么是个讨厌的婊子
7083,7084,[' To recap: Dem Governor candidate in SC calls the GOP candidate a whore. TX-Dem Gov. candidate mocks the GOP candidates di'],[“简要地说：民主党在SC的州长候选人称共和党候选人是妓女。德克萨斯州民主党州长候选人嘲笑共和党候选人
